class,image_path,name,xmax,xmin,ymax,ymin
3.0,9f16045d01612e10fdc4bc3156f70cca.jpg,GARBAGE,753.0,667.0,370.0,303.0
7.0,4aa3a2ff5a4e1ff09abd0418391640a1.jpg,BAD_BILLBOARD,947.0,814.0,162.0,65.0
3.0,4aa3a2ff5a4e1ff09abd0418391640a1.jpg,GARBAGE,135.0,80.0,301.0,253.0
9.0,307bbf189a544c156283f2bcb035ef05.jpg,CLUTTER_SIDEWALK,563.0,79.0,321.0,203.0
9.0,307bbf189a544c156283f2bcb035ef05.jpg,CLUTTER_SIDEWALK,894.0,435.0,330.0,215.0
3.0,307bbf189a544c156283f2bcb035ef05.jpg,GARBAGE,755.0,672.0,310.0,216.0
7.0,9ae8d142e5fd61a7cf668a773fb6b081.jpg,BAD_BILLBOARD,906.0,740.0,124.0,22.0
7.0,9ae8d142e5fd61a7cf668a773fb6b081.jpg,BAD_BILLBOARD,689.0,617.0,174.0,133.0
3.0,cadedb5156ea592f96bccfe7aa166d35.jpg,GARBAGE,133.0,13.0,281.0,217.0
3.0,cadedb5156ea592f96bccfe7aa166d35.jpg,GARBAGE,561.0,412.0,276.0,199.0
3.0,cadedb5156ea592f96bccfe7aa166d35.jpg,GARBAGE,645.0,524.0,286.0,189.0
9.0,cadedb5156ea592f96bccfe7aa166d35.jpg,CLUTTER_SIDEWALK,585.0,114.0,292.0,198.0
4.0,c562f0c3a402e1f7f1e52e1d6838af59.jpg,CONSTRUCTION_ROAD,554.0,343.0,259.0,118.0
4.0,c562f0c3a402e1f7f1e52e1d6838af59.jpg,CONSTRUCTION_ROAD,808.0,536.0,259.0,130.0
4.0,c562f0c3a402e1f7f1e52e1d6838af59.jpg,CONSTRUCTION_ROAD,1010.0,676.0,279.0,120.0
3.0,c562f0c3a402e1f7f1e52e1d6838af59.jpg,GARBAGE,476.0,324.0,324.0,219.0
9.0,c9ec3d0e81294a9a4af49beac042d18e.jpg,CLUTTER_SIDEWALK,617.0,131.0,322.0,166.0
3.0,c9ec3d0e81294a9a4af49beac042d18e.jpg,GARBAGE,240.0,154.0,243.0,198.0
3.0,c9ec3d0e81294a9a4af49beac042d18e.jpg,GARBAGE,309.0,276.0,250.0,217.0
7.0,be4234a612b92bc504226ca1a26aae50.jpg,BAD_BILLBOARD,420.0,266.0,227.0,132.0
8.0,0c74e04cdffb72672ae1e33aaea01fe0.jpg,SAND_ON_ROAD,676.0,475.0,297.0,141.0
3.0,71ed889ab7546cda504360387a9556f5.jpg,GARBAGE,248.0,166.0,288.0,227.0
3.0,d25e4d1110c2929140a755e4ab9a6eb1.jpg,GARBAGE,390.0,256.0,389.0,312.0
3.0,d25e4d1110c2929140a755e4ab9a6eb1.jpg,GARBAGE,71.0,9.0,352.0,281.0
4.0,1895db9214006d4e8e0df2fbce408354.jpg,CONSTRUCTION_ROAD,442.0,-19.0,336.0,150.0
4.0,1895db9214006d4e8e0df2fbce408354.jpg,CONSTRUCTION_ROAD,666.0,251.0,292.0,175.0
4.0,1895db9214006d4e8e0df2fbce408354.jpg,CONSTRUCTION_ROAD,846.0,530.0,297.0,153.0
9.0,c60d7166575594c2a1b81b986c1d3448.jpg,CLUTTER_SIDEWALK,574.0,134.0,337.0,195.0
9.0,c60d7166575594c2a1b81b986c1d3448.jpg,CLUTTER_SIDEWALK,978.0,446.0,343.0,202.0
0.0,912c9163ff288d79c52acbaacd1a98b5.jpg,GRAFFITI,191.0,101.0,212.0,148.0
0.0,912c9163ff288d79c52acbaacd1a98b5.jpg,GRAFFITI,262.0,159.0,226.0,144.0
3.0,af4ca7cd330f1bc3700303b84c58073a.jpg,GARBAGE,892.0,781.0,242.0,178.0
3.0,af4ca7cd330f1bc3700303b84c58073a.jpg,GARBAGE,826.0,761.0,231.0,180.0
4.0,c19325a1558841e4def3ecd7b5b6494f.jpg,CONSTRUCTION_ROAD,808.0,270.0,260.0,144.0
3.0,dec0438512ab328da52e60fbc9257541.jpg,GARBAGE,906.0,722.0,433.0,346.0
3.0,dec0438512ab328da52e60fbc9257541.jpg,GARBAGE,440.0,307.0,404.0,321.0
3.0,dec0438512ab328da52e60fbc9257541.jpg,GARBAGE,144.0,-26.0,408.0,318.0
3.0,be13705f0484199c1e4ff2ac21e11926.jpg,GARBAGE,448.0,373.0,239.0,200.0
3.0,be13705f0484199c1e4ff2ac21e11926.jpg,GARBAGE,456.0,412.0,214.0,180.0
10.0,cbe046fdaddf36af58e6ba4317304728.jpg,UNKEPT_FACADE,284.0,219.0,202.0,166.0
4.0,00777add05cbc205d216d5b502706c8a.jpg,CONSTRUCTION_ROAD,252.0,-31.0,224.0,107.0
4.0,7188e091f29b8f1e9abaaea18855decb.jpg,CONSTRUCTION_ROAD,473.0,-57.0,320.0,91.0
4.0,7188e091f29b8f1e9abaaea18855decb.jpg,CONSTRUCTION_ROAD,942.0,203.0,337.0,93.0
4.0,7188e091f29b8f1e9abaaea18855decb.jpg,CONSTRUCTION_ROAD,984.0,711.0,322.0,113.0
4.0,8748a09f5405acf41d625134ac52678d.jpg,CONSTRUCTION_ROAD,567.0,-75.0,326.0,97.0
4.0,8748a09f5405acf41d625134ac52678d.jpg,CONSTRUCTION_ROAD,925.0,309.0,323.0,105.0
3.0,261f31c736a606c6ad0f3f4d26c6d419.jpg,GARBAGE,335.0,166.0,205.0,124.0
0.0,379e9dc008e7e9774d0c25b6f554131b.jpg,GRAFFITI,344.0,-4.0,216.0,36.0
0.0,379e9dc008e7e9774d0c25b6f554131b.jpg,GRAFFITI,447.0,230.0,208.0,64.0
0.0,379e9dc008e7e9774d0c25b6f554131b.jpg,GRAFFITI,696.0,526.0,234.0,110.0
0.0,379e9dc008e7e9774d0c25b6f554131b.jpg,GRAFFITI,815.0,628.0,234.0,95.0
0.0,379e9dc008e7e9774d0c25b6f554131b.jpg,GRAFFITI,982.0,821.0,255.0,90.0
5.0,047ff0e021b70b642c192aae971c5cad.jpg,BROKEN_SIGNAGE,772.0,689.0,272.0,206.0
2.0,e59b6f71df05b7ff01458c65f587e89d.jpg,POTHOLES,148.0,87.0,355.0,303.0
2.0,e59b6f71df05b7ff01458c65f587e89d.jpg,POTHOLES,529.0,269.0,522.0,388.0
2.0,e59b6f71df05b7ff01458c65f587e89d.jpg,POTHOLES,716.0,471.0,520.0,395.0
9.0,dfc90657fd986f1553592de2829431f2.jpg,CLUTTER_SIDEWALK,599.0,-60.0,420.0,299.0
9.0,8992976a95408b5676ac1b189fa4aa13.jpg,CLUTTER_SIDEWALK,899.0,89.0,337.0,194.0
3.0,8992976a95408b5676ac1b189fa4aa13.jpg,GARBAGE,300.0,161.0,290.0,213.0
3.0,8992976a95408b5676ac1b189fa4aa13.jpg,GARBAGE,734.0,651.0,354.0,300.0
3.0,8992976a95408b5676ac1b189fa4aa13.jpg,GARBAGE,425.0,375.0,205.0,183.0
2.0,ec68f3dd632f677a6b397db98257be1e.jpg,POTHOLES,597.0,446.0,417.0,293.0
2.0,ec68f3dd632f677a6b397db98257be1e.jpg,POTHOLES,540.0,456.0,505.0,352.0
4.0,2887ca97e9340fd09045eb7c2680e32c.jpg,CONSTRUCTION_ROAD,565.0,-109.0,481.0,136.0
4.0,2887ca97e9340fd09045eb7c2680e32c.jpg,CONSTRUCTION_ROAD,1078.0,212.0,500.0,146.0
3.0,b5819488419b53de83deed09aee66cbf.jpg,GARBAGE,338.0,218.0,346.0,256.0
3.0,b5819488419b53de83deed09aee66cbf.jpg,GARBAGE,442.0,350.0,331.0,259.0
3.0,b5819488419b53de83deed09aee66cbf.jpg,GARBAGE,943.0,821.0,214.0,131.0
3.0,b5819488419b53de83deed09aee66cbf.jpg,GARBAGE,821.0,727.0,224.0,131.0
3.0,fc970a3a140ccbe44c4b9f8a2d1f3810.jpg,GARBAGE,707.0,625.0,374.0,317.0
3.0,fc970a3a140ccbe44c4b9f8a2d1f3810.jpg,GARBAGE,520.0,450.0,359.0,305.0
3.0,8866b3391c47cba6dcf74dc5f28b8597.jpg,GARBAGE,356.0,249.0,219.0,101.0
3.0,0da4f9d8e3a8e55630df17e0c55aeb0e.jpg,GARBAGE,390.0,292.0,242.0,169.0
3.0,0da4f9d8e3a8e55630df17e0c55aeb0e.jpg,GARBAGE,815.0,712.0,289.0,224.0
3.0,0da4f9d8e3a8e55630df17e0c55aeb0e.jpg,GARBAGE,875.0,794.0,324.0,250.0
3.0,0da4f9d8e3a8e55630df17e0c55aeb0e.jpg,GARBAGE,106.0,-4.0,289.0,213.0
3.0,0da4f9d8e3a8e55630df17e0c55aeb0e.jpg,GARBAGE,451.0,385.0,259.0,201.0
2.0,4f941c5dd498f0888c8f3360942c1bc8.jpg,POTHOLES,550.0,413.0,352.0,233.0
2.0,4f941c5dd498f0888c8f3360942c1bc8.jpg,POTHOLES,702.0,525.0,422.0,292.0
3.0,801a9f2f258244f260ee05b8009beda7.jpg,GARBAGE,855.0,732.0,335.0,259.0
3.0,801a9f2f258244f260ee05b8009beda7.jpg,GARBAGE,729.0,665.0,239.0,179.0
3.0,3ccc0b16232430452733cdc5dc0e8735.jpg,GARBAGE,139.0,46.0,379.0,302.0
3.0,3ccc0b16232430452733cdc5dc0e8735.jpg,GARBAGE,299.0,63.0,289.0,189.0
3.0,3ccc0b16232430452733cdc5dc0e8735.jpg,GARBAGE,331.0,241.0,347.0,275.0
8.0,698eba4b8fc2be25f47d9c5972e86718.jpg,SAND_ON_ROAD,847.0,729.0,261.0,200.0
8.0,698eba4b8fc2be25f47d9c5972e86718.jpg,SAND_ON_ROAD,938.0,801.0,273.0,184.0
3.0,61ff13315bbd3a23fbd02a1b9541a6aa.jpg,GARBAGE,169.0,7.0,192.0,134.0
3.0,61ff13315bbd3a23fbd02a1b9541a6aa.jpg,GARBAGE,277.0,154.0,194.0,145.0
3.0,61ff13315bbd3a23fbd02a1b9541a6aa.jpg,GARBAGE,423.0,230.0,200.0,109.0
3.0,61ff13315bbd3a23fbd02a1b9541a6aa.jpg,GARBAGE,576.0,441.0,198.0,122.0
3.0,61ff13315bbd3a23fbd02a1b9541a6aa.jpg,GARBAGE,972.0,825.0,192.0,130.0
3.0,61ff13315bbd3a23fbd02a1b9541a6aa.jpg,GARBAGE,820.0,739.0,157.0,111.0
3.0,61ff13315bbd3a23fbd02a1b9541a6aa.jpg,GARBAGE,733.0,614.0,174.0,107.0
3.0,61ff13315bbd3a23fbd02a1b9541a6aa.jpg,GARBAGE,697.0,567.0,200.0,110.0
9.0,61ff13315bbd3a23fbd02a1b9541a6aa.jpg,CLUTTER_SIDEWALK,530.0,-110.0,322.0,164.0
9.0,61ff13315bbd3a23fbd02a1b9541a6aa.jpg,CLUTTER_SIDEWALK,910.0,299.0,306.0,171.0
8.0,55a1eca3fd3b3a4eb92902648e772221.jpg,SAND_ON_ROAD,133.0,-6.0,295.0,204.0
0.0,f917dbd870272b0e6f04e3bc03f732d7.jpg,GRAFFITI,851.0,593.0,262.0,163.0
0.0,f917dbd870272b0e6f04e3bc03f732d7.jpg,GRAFFITI,1002.0,650.0,227.0,107.0
2.0,9f8fefd89c9793e3bb080153d4a27d86.jpg,POTHOLES,418.0,347.0,218.0,158.0
2.0,9f8fefd89c9793e3bb080153d4a27d86.jpg,POTHOLES,397.0,303.0,238.0,175.0
2.0,9f8fefd89c9793e3bb080153d4a27d86.jpg,POTHOLES,447.0,211.0,283.0,184.0
2.0,9f8fefd89c9793e3bb080153d4a27d86.jpg,POTHOLES,580.0,393.0,262.0,185.0
2.0,9f8fefd89c9793e3bb080153d4a27d86.jpg,POTHOLES,559.0,468.0,317.0,245.0
2.0,9f8fefd89c9793e3bb080153d4a27d86.jpg,POTHOLES,820.0,622.0,402.0,286.0
2.0,9f8fefd89c9793e3bb080153d4a27d86.jpg,POTHOLES,671.0,551.0,281.0,199.0
2.0,9f8fefd89c9793e3bb080153d4a27d86.jpg,POTHOLES,320.0,63.0,348.0,223.0
4.0,15fee5a274213503be83b589140a8650.jpg,CONSTRUCTION_ROAD,1009.0,500.0,411.0,17.0
4.0,15fee5a274213503be83b589140a8650.jpg,CONSTRUCTION_ROAD,667.0,425.0,308.0,91.0
4.0,15fee5a274213503be83b589140a8650.jpg,CONSTRUCTION_ROAD,502.0,334.0,227.0,129.0
4.0,15fee5a274213503be83b589140a8650.jpg,CONSTRUCTION_ROAD,381.0,311.0,203.0,149.0
4.0,15fee5a274213503be83b589140a8650.jpg,CONSTRUCTION_ROAD,267.0,189.0,224.0,164.0
4.0,15fee5a274213503be83b589140a8650.jpg,CONSTRUCTION_ROAD,232.0,105.0,236.0,164.0
4.0,15fee5a274213503be83b589140a8650.jpg,CONSTRUCTION_ROAD,189.0,-32.0,266.0,156.0
9.0,86247404ecebaf4a1e8279eddeab8ace.jpg,CLUTTER_SIDEWALK,682.0,-116.0,604.0,172.0
9.0,86247404ecebaf4a1e8279eddeab8ace.jpg,CLUTTER_SIDEWALK,1045.0,352.0,607.0,184.0
3.0,6facfbb68ec69bbbfd355b7754b03005.jpg,GARBAGE,917.0,734.0,373.0,280.0
3.0,6facfbb68ec69bbbfd355b7754b03005.jpg,GARBAGE,702.0,620.0,358.0,267.0
2.0,6facfbb68ec69bbbfd355b7754b03005.jpg,POTHOLES,953.0,765.0,472.0,324.0
2.0,6facfbb68ec69bbbfd355b7754b03005.jpg,POTHOLES,693.0,566.0,326.0,187.0
3.0,153c2309def951b374d4ffb88a78de65.jpg,GARBAGE,951.0,876.0,270.0,221.0
3.0,153c2309def951b374d4ffb88a78de65.jpg,GARBAGE,827.0,773.0,250.0,225.0
7.0,be7df5366ae4f0e4166da6fcb495cf09.jpg,BAD_BILLBOARD,542.0,-149.0,163.0,-13.0
3.0,be7df5366ae4f0e4166da6fcb495cf09.jpg,GARBAGE,408.0,314.0,212.0,161.0
3.0,be7df5366ae4f0e4166da6fcb495cf09.jpg,GARBAGE,366.0,287.0,219.0,145.0
0.0,944c2aecb39e3e017bb0567d6557f408.jpg,GRAFFITI,203.0,87.0,171.0,96.0
0.0,944c2aecb39e3e017bb0567d6557f408.jpg,GRAFFITI,120.0,-33.0,168.0,64.0
3.0,944c2aecb39e3e017bb0567d6557f408.jpg,GARBAGE,67.0,6.0,231.0,169.0
8.0,8ca82b352ccdf53bda7508a06aeb213f.jpg,SAND_ON_ROAD,494.0,375.0,264.0,177.0
3.0,8ca82b352ccdf53bda7508a06aeb213f.jpg,GARBAGE,834.0,617.0,224.0,113.0
3.0,8ca82b352ccdf53bda7508a06aeb213f.jpg,GARBAGE,741.0,582.0,250.0,119.0
3.0,8ca82b352ccdf53bda7508a06aeb213f.jpg,GARBAGE,418.0,224.0,273.0,169.0
3.0,71415635b690e256b5555639eecc3ade.jpg,GARBAGE,581.0,510.0,299.0,230.0
3.0,2120009c1a69aed35dac55bae85f01b5.jpg,GARBAGE,245.0,172.0,200.0,145.0
3.0,2120009c1a69aed35dac55bae85f01b5.jpg,GARBAGE,203.0,138.0,207.0,171.0
3.0,2120009c1a69aed35dac55bae85f01b5.jpg,GARBAGE,170.0,112.0,274.0,213.0
3.0,2120009c1a69aed35dac55bae85f01b5.jpg,GARBAGE,85.0,1.0,269.0,208.0
4.0,6af9e8843f209424c06f4849afb1ffdc.jpg,CONSTRUCTION_ROAD,565.0,385.0,247.0,164.0
4.0,6af9e8843f209424c06f4849afb1ffdc.jpg,CONSTRUCTION_ROAD,561.0,313.0,466.0,174.0
9.0,84e7a5b44e7eef3b8bd4478eaba08f0a.jpg,CLUTTER_SIDEWALK,983.0,582.0,321.0,172.0
3.0,5a96184152b93c81a9817e732ad9dc1c.jpg,GARBAGE,704.0,642.0,286.0,249.0
4.0,75fff2039c5b6e778e69a10afa07f9e3.jpg,CONSTRUCTION_ROAD,1010.0,532.0,390.0,82.0
4.0,75fff2039c5b6e778e69a10afa07f9e3.jpg,CONSTRUCTION_ROAD,984.0,29.0,543.0,113.0
4.0,752f8407dcaccb47ad74bc98d0988dcd.jpg,CONSTRUCTION_ROAD,476.0,239.0,243.0,139.0
4.0,752f8407dcaccb47ad74bc98d0988dcd.jpg,CONSTRUCTION_ROAD,439.0,-48.0,320.0,142.0
4.0,45701c21f4530b8b4c96775f99631f56.jpg,CONSTRUCTION_ROAD,318.0,-31.0,282.0,125.0
4.0,45701c21f4530b8b4c96775f99631f56.jpg,CONSTRUCTION_ROAD,426.0,355.0,220.0,162.0
3.0,49ea379b685d69d8a1ca2503bcfbd8ef.jpg,GARBAGE,994.0,742.0,279.0,173.0
9.0,55b8ec98df0f575f75598a94eeea9adb.jpg,CLUTTER_SIDEWALK,514.0,123.0,217.0,132.0
3.0,55b8ec98df0f575f75598a94eeea9adb.jpg,GARBAGE,599.0,535.0,221.0,165.0
9.0,2b22fe545af4b310042e7f3f0439597b.jpg,CLUTTER_SIDEWALK,558.0,-66.0,398.0,152.0
9.0,2b22fe545af4b310042e7f3f0439597b.jpg,CLUTTER_SIDEWALK,989.0,258.0,413.0,155.0
3.0,d30c788970e0bcd28db2ad74a9b98bc6.jpg,GARBAGE,226.0,93.0,289.0,207.0
3.0,d30c788970e0bcd28db2ad74a9b98bc6.jpg,GARBAGE,421.0,303.0,365.0,276.0
4.0,bb29a3d5dbd27dc000dc3355cfdd091b.jpg,CONSTRUCTION_ROAD,321.0,-86.0,159.0,41.0
0.0,ab55e65f557540aa4aa59f54aabb4c61.jpg,GRAFFITI,472.0,375.0,162.0,116.0
0.0,ab55e65f557540aa4aa59f54aabb4c61.jpg,GRAFFITI,644.0,522.0,171.0,115.0
3.0,546aac3fd71c73f5133fb50182f14a12.jpg,GARBAGE,398.0,331.0,404.0,356.0
3.0,546aac3fd71c73f5133fb50182f14a12.jpg,GARBAGE,468.0,385.0,446.0,401.0
3.0,546aac3fd71c73f5133fb50182f14a12.jpg,GARBAGE,758.0,648.0,463.0,391.0
9.0,546aac3fd71c73f5133fb50182f14a12.jpg,CLUTTER_SIDEWALK,1046.0,448.0,435.0,285.0
9.0,546aac3fd71c73f5133fb50182f14a12.jpg,CLUTTER_SIDEWALK,433.0,-107.0,438.0,309.0
7.0,546aac3fd71c73f5133fb50182f14a12.jpg,BAD_BILLBOARD,789.0,466.0,238.0,138.0
7.0,546aac3fd71c73f5133fb50182f14a12.jpg,BAD_BILLBOARD,941.0,827.0,234.0,140.0
0.0,892f7989a92892ad7c6a9cd437f97744.jpg,GRAFFITI,120.0,12.0,264.0,200.0
0.0,892f7989a92892ad7c6a9cd437f97744.jpg,GRAFFITI,159.0,98.0,263.0,209.0
0.0,892f7989a92892ad7c6a9cd437f97744.jpg,GRAFFITI,285.0,160.0,271.0,217.0
0.0,892f7989a92892ad7c6a9cd437f97744.jpg,GRAFFITI,507.0,227.0,302.0,209.0
0.0,892f7989a92892ad7c6a9cd437f97744.jpg,GRAFFITI,567.0,528.0,290.0,243.0
0.0,892f7989a92892ad7c6a9cd437f97744.jpg,GRAFFITI,814.0,731.0,288.0,242.0
3.0,2760b01cfbb9be8db13f4585f5aca087.jpg,GARBAGE,119.0,74.0,385.0,329.0
3.0,2760b01cfbb9be8db13f4585f5aca087.jpg,GARBAGE,244.0,193.0,366.0,318.0
9.0,9e3c9ae0d3e6390d8d12db242e06bc57.jpg,CLUTTER_SIDEWALK,987.0,651.0,258.0,142.0
9.0,9e3c9ae0d3e6390d8d12db242e06bc57.jpg,CLUTTER_SIDEWALK,675.0,337.0,250.0,162.0
9.0,9e3c9ae0d3e6390d8d12db242e06bc57.jpg,CLUTTER_SIDEWALK,348.0,-37.0,274.0,164.0
4.0,7897750881658a835e80ad2b0df3a8e6.jpg,CONSTRUCTION_ROAD,748.0,338.0,264.0,155.0
2.0,591762aa102de89453eabf50d577f616.jpg,POTHOLES,544.0,456.0,356.0,244.0
2.0,591762aa102de89453eabf50d577f616.jpg,POTHOLES,425.0,304.0,410.0,308.0
2.0,591762aa102de89453eabf50d577f616.jpg,POTHOLES,370.0,176.0,466.0,360.0
2.0,591762aa102de89453eabf50d577f616.jpg,POTHOLES,273.0,87.0,512.0,405.0
2.0,591762aa102de89453eabf50d577f616.jpg,POTHOLES,222.0,96.0,382.0,325.0
3.0,369c06dc4f43907bcfd7ce53f7d72818.jpg,GARBAGE,360.0,296.0,284.0,234.0
7.0,a1ded5bcc408a18c29532d9126f33396.jpg,BAD_BILLBOARD,395.0,197.0,229.0,40.0
3.0,131db322ef38c0d60d862920045a38f3.jpg,GARBAGE,213.0,44.0,319.0,241.0
3.0,131db322ef38c0d60d862920045a38f3.jpg,GARBAGE,799.0,677.0,363.0,285.0
3.0,131db322ef38c0d60d862920045a38f3.jpg,GARBAGE,913.0,771.0,392.0,302.0
8.0,bd845730ddaa69da9f5b45eca35b03f5.jpg,SAND_ON_ROAD,597.0,368.0,226.0,137.0
8.0,bd845730ddaa69da9f5b45eca35b03f5.jpg,SAND_ON_ROAD,758.0,555.0,210.0,99.0
8.0,bd845730ddaa69da9f5b45eca35b03f5.jpg,SAND_ON_ROAD,943.0,709.0,195.0,92.0
9.0,bd845730ddaa69da9f5b45eca35b03f5.jpg,CLUTTER_SIDEWALK,463.0,-71.0,405.0,214.0
9.0,bd845730ddaa69da9f5b45eca35b03f5.jpg,CLUTTER_SIDEWALK,977.0,256.0,369.0,191.0
2.0,8e60339d52c07e2fd569c5481d2edd8c.jpg,POTHOLES,462.0,320.0,421.0,308.0
2.0,8e60339d52c07e2fd569c5481d2edd8c.jpg,POTHOLES,674.0,539.0,378.0,300.0
0.0,de8c1b34efab43b9489af9acf0e4dca1.jpg,GRAFFITI,358.0,219.0,122.0,-21.0
0.0,de8c1b34efab43b9489af9acf0e4dca1.jpg,GRAFFITI,468.0,304.0,301.0,41.0
0.0,de8c1b34efab43b9489af9acf0e4dca1.jpg,GRAFFITI,576.0,385.0,301.0,-59.0
0.0,de8c1b34efab43b9489af9acf0e4dca1.jpg,GRAFFITI,992.0,391.0,313.0,-62.0
4.0,f5360e0dca189497662f5217f867557a.jpg,CONSTRUCTION_ROAD,331.0,104.0,291.0,178.0
4.0,f5360e0dca189497662f5217f867557a.jpg,CONSTRUCTION_ROAD,346.0,-69.0,390.0,165.0
4.0,f5360e0dca189497662f5217f867557a.jpg,CONSTRUCTION_ROAD,759.0,114.0,398.0,185.0
3.0,c76cdafd59b9172547a8b0a028cae159.jpg,GARBAGE,862.0,795.0,415.0,361.0
4.0,bdb363c7a891be21216762dec8c51521.jpg,CONSTRUCTION_ROAD,332.0,59.0,245.0,98.0
4.0,bdb363c7a891be21216762dec8c51521.jpg,CONSTRUCTION_ROAD,432.0,328.0,209.0,165.0
2.0,59faa50e7534ba0f0ff8a8600cf18e80.jpg,POTHOLES,552.0,374.0,507.0,258.0
9.0,0edd4a0e72c4804b4234db4d62b1290a.jpg,CLUTTER_SIDEWALK,563.0,66.0,336.0,192.0
3.0,0edd4a0e72c4804b4234db4d62b1290a.jpg,GARBAGE,316.0,240.0,204.0,172.0
4.0,364a72b6a7aaa3537d8906cec380dde2.jpg,CONSTRUCTION_ROAD,470.0,-74.0,418.0,158.0
4.0,364a72b6a7aaa3537d8906cec380dde2.jpg,CONSTRUCTION_ROAD,735.0,240.0,422.0,178.0
4.0,364a72b6a7aaa3537d8906cec380dde2.jpg,CONSTRUCTION_ROAD,1013.0,517.0,443.0,156.0
10.0,6eade6e8ad45f4336977a3c732f7f71c.jpg,UNKEPT_FACADE,412.0,178.0,267.0,155.0
3.0,a4e2a462c65129883d6610be733f1f87.jpg,GARBAGE,349.0,160.0,174.0,46.0
5.0,8d6e2ae8b0581bbf26c5180f88dd6f5b.jpg,BROKEN_SIGNAGE,666.0,257.0,320.0,151.0
2.0,e274d19285ed2819b3bc4507fb4e52db.jpg,POTHOLES,689.0,534.0,443.0,347.0
2.0,e274d19285ed2819b3bc4507fb4e52db.jpg,POTHOLES,775.0,608.0,549.0,384.0
2.0,e274d19285ed2819b3bc4507fb4e52db.jpg,POTHOLES,573.0,480.0,345.0,238.0
3.0,e274d19285ed2819b3bc4507fb4e52db.jpg,GARBAGE,377.0,288.0,308.0,236.0
3.0,e274d19285ed2819b3bc4507fb4e52db.jpg,GARBAGE,263.0,171.0,392.0,325.0
4.0,ccd930a62979981a48c7d6b2014807db.jpg,CONSTRUCTION_ROAD,471.0,-75.0,362.0,126.0
4.0,ccd930a62979981a48c7d6b2014807db.jpg,CONSTRUCTION_ROAD,1071.0,258.0,393.0,108.0
7.0,ccd930a62979981a48c7d6b2014807db.jpg,BAD_BILLBOARD,442.0,-84.0,261.0,10.0
7.0,ccd930a62979981a48c7d6b2014807db.jpg,BAD_BILLBOARD,806.0,225.0,283.0,-4.0
7.0,ccd930a62979981a48c7d6b2014807db.jpg,BAD_BILLBOARD,1050.0,556.0,270.0,10.0
3.0,91895c55ab254c21a476b1a02162be96.jpg,GARBAGE,835.0,620.0,326.0,204.0
3.0,91895c55ab254c21a476b1a02162be96.jpg,GARBAGE,889.0,755.0,324.0,203.0
3.0,91895c55ab254c21a476b1a02162be96.jpg,GARBAGE,988.0,831.0,353.0,262.0
3.0,91895c55ab254c21a476b1a02162be96.jpg,GARBAGE,973.0,701.0,384.0,273.0
9.0,9584b554b84da4a767fca16611affaf4.jpg,CLUTTER_SIDEWALK,229.0,-48.0,302.0,207.0
9.0,9584b554b84da4a767fca16611affaf4.jpg,CLUTTER_SIDEWALK,342.0,151.0,267.0,204.0
9.0,9584b554b84da4a767fca16611affaf4.jpg,CLUTTER_SIDEWALK,439.0,296.0,239.0,199.0
2.0,c94ce40c7d1da7a9479b1f2f18100123.jpg,POTHOLES,658.0,445.0,404.0,271.0
2.0,c94ce40c7d1da7a9479b1f2f18100123.jpg,POTHOLES,194.0,-20.0,413.0,314.0
2.0,c94ce40c7d1da7a9479b1f2f18100123.jpg,POTHOLES,489.0,290.0,383.0,308.0
2.0,c94ce40c7d1da7a9479b1f2f18100123.jpg,POTHOLES,1008.0,720.0,564.0,429.0
7.0,c94ce40c7d1da7a9479b1f2f18100123.jpg,BAD_BILLBOARD,141.0,-37.0,132.0,-1.0
7.0,c94ce40c7d1da7a9479b1f2f18100123.jpg,BAD_BILLBOARD,918.0,633.0,141.0,-17.0
7.0,c94ce40c7d1da7a9479b1f2f18100123.jpg,BAD_BILLBOARD,1005.0,796.0,151.0,-25.0
9.0,dfd70e0c3cfec49096e5d270008c2bf2.jpg,CLUTTER_SIDEWALK,587.0,-89.0,347.0,196.0
9.0,dfd70e0c3cfec49096e5d270008c2bf2.jpg,CLUTTER_SIDEWALK,943.0,273.0,354.0,199.0
3.0,dfd70e0c3cfec49096e5d270008c2bf2.jpg,GARBAGE,341.0,277.0,188.0,138.0
3.0,c68662c04adcb397fef4c9d51ebcbcf2.jpg,GARBAGE,840.0,756.0,328.0,249.0
3.0,ab2a2ace453b8c1d476a765c58cd96cc.jpg,GARBAGE,973.0,898.0,278.0,206.0
3.0,370ef461e7d8c28a59b06cbf2465a372.jpg,GARBAGE,184.0,117.0,280.0,248.0
3.0,370ef461e7d8c28a59b06cbf2465a372.jpg,GARBAGE,358.0,302.0,281.0,252.0
3.0,370ef461e7d8c28a59b06cbf2465a372.jpg,GARBAGE,979.0,754.0,453.0,332.0
3.0,6f0aee1256bac622f15d28837b54da44.jpg,GARBAGE,754.0,667.0,294.0,242.0
3.0,6f0aee1256bac622f15d28837b54da44.jpg,GARBAGE,712.0,623.0,300.0,242.0
3.0,6f0aee1256bac622f15d28837b54da44.jpg,GARBAGE,645.0,553.0,279.0,231.0
3.0,6f0aee1256bac622f15d28837b54da44.jpg,GARBAGE,406.0,357.0,275.0,241.0
3.0,6f0aee1256bac622f15d28837b54da44.jpg,GARBAGE,119.0,32.0,269.0,214.0
3.0,3c617c5691999e9ff9d59f388a46326f.jpg,GARBAGE,399.0,343.0,310.0,272.0
